n_of_job,n_of_family,problem,iteration,seed1,seed2,OBRKGA_P1_time,OBRKGA_P1_bin,OBRKGA_P1_fitness,OBRKGA_P2_time,OBRKGA_P2_fitness,OBRKGA_CP_time,OBRKGA_CP_fitness
120,6,2,6,44,48,53.4288,45,1119,6.9152,1492,11.7139,1376
120,6,2,7,44,49,167.9386,45,766,7.9513,1384,10.0656,1359
120,6,2,8,44,50,155.9865,45,710,10.475,1369,10.0823,1283
120,6,2,9,44,51,193.3589,45,743,6.7248,1392,11.7919,1284
120,6,3,0,45,42,159.1411,42,1050,10.7214,1475,10.0686,1499
120,6,3,1,45,43,172.8415,42,1074,8.2066,1435,11.7499,1418
120,6,3,2,45,44,57.0562,42,1382,7.6488,1538,11.7626,1564
120,6,3,3,45,45,174.7683,42,1068,6.6462,1503,10.0654,1439
120,6,3,4,45,46,134.7809,42,1097,9.3988,1489,10.0803,1467
120,6,3,5,45,47,136.87,42,1031,9.7956,1488,11.7591,1518
120,6,3,6,45,48,99.7648,42,1324,9.6561,1514,10.0674,1456
120,6,3,7,45,49,68.0515,42,1340,7.1167,1451,11.7662,1407
120,6,3,8,45,50,181.6309,42,1083,7.4176,1438,11.7089,1445
120,6,3,9,45,51,182.6329,42,936,4.4998,1561,11.9314,1507
120,6,4,0,46,42,116.9918,37,1140,6.1197,1773,10.0632,1758
120,6,4,1,46,43,124.501,37,1205,7.2418,1690,12.029,1665
120,6,4,2,46,44,196.1604,37,1070,7.1282,1762,10.0715,1760
120,6,4,3,46,45,161.0943,37,1150,5.189,1724,10.0726,1696
120,6,4,4,46,46,152.7157,37,1167,7.0333,1719,10.0773,1700
120,6,4,5,46,47,123.3755,37,1155,6.0589,1811,10.0774,1785
120,6,4,6,46,48,122.0546,37,1253,6.6797,1674,10.0711,1629
120,6,4,7,46,49,149.4306,37,1152,6.0458,1782,10.1145,1751
120,6,4,8,46,50,128.6603,37,1240,7.2478,1802,10.0715,1798
120,6,4,9,46,51,134.8872,37,1158,8.6677,1806,10.075,1777
